gamma,lifetime_years,rms_difference_raw_kw,rms_difference_smoothed_kw,smoothing_fraction
0.0,11.113203957382039,10.280957644073432,0.44199788542278495,0.9570081017036793
10000000.0,12.872260273972604,10.289801039828172,1.5141610854175587,0.852848361250448
21500000.0,14.95228310502283,10.289044365433615,2.761475594591859,0.7316100993918222
21550000.0,24.99927701674277,10.292809317705437,10.291981432651653,8.043334217411324e-05
21555000.0,24.99927701674277,10.292809317705437,10.291979994672605,8.057304932340692e-05
21560000.0,24.99927701674277,10.292809317705437,10.291982478540875,8.033172859223114e-05
21570000.0,24.99927701674277,10.292809317705437,10.291982910075854,8.028980272289932e-05
